Date,Crude,Gasoline,Jet Fuel,Diesel,Heating Oil,Propane
2021-07-21,72.37,1.894,1.499,1.664,1.5,0.718
2021-07-20,71.79,1.886,1.486,1.665,1.524,0.681
2021-07-19,71.96,1.896,1.511,1.686,1.527,0.663
2021-07-16,70.66,1.919,1.694,1.664,1.508,0.657
2021-07-15,69.61,1.889,1.508,1.68,1.521,0.64
2021-07-14,67.25,1.928,1.512,1.693,1.538,0.608
2021-07-13,67.29,1.944,1.589,1.744,1.591,0.603
2021-07-12,71.99,1.999,1.59,1.745,1.599,0.601
2021-07-09,72.95,1.959,1.565,1.741,1.598,0.603
2021-07-08,74.59,1.987,1.575,1.757,1.611,0.605
2021-07-07,74.34,1.961,1.551,1.733,1.595,0.575
2021-07-06,74.28,1.882,1.53,1.713,1.562,0.58
2021-07-02,74.81,1.887,1.555,1.708,1.578,0.576
2021-07-01,71.95,1.921,1.562,1.727,1.561,0.579
2021-06-30,73.47,1.876,1.546,1.743,1.577,0.575
2021-06-29,75.48,1.931,1.57,1.756,1.619,0.582
2021-06-28,74.85,1.997,1.615,1.793,1.614,0.694
2021-06-25,74.66,2.021,1.608,1.802,1.642,0.697
2021-06-24,74.91,1.988,1.586,1.767,1.593,0.666
2021-06-23,73.43,2.031,1.604,1.81,1.637,0.627
2021-06-22,73.38,2.083,1.623,1.868,1.662,0.624
2021-06-21,74.21,2.069,1.64,1.839,1.68,0.628
2021-06-18,73.81,2.057,1.642,1.862,1.668,0.621
2021-06-17,73.76,2.07,1.62,1.862,1.673,0.621
2021-06-16,72.92,2.073,1.629,1.879,1.673,0.629
2021-06-15,71.99,2.094,1.636,1.882,1.693,0.615
2021-06-14,71.22,2.113,1.7,1.918,1.745,0.627
2021-06-11,71.02,2.033,1.605,1.868,1.648,0.612
2021-06-10,72.54,2.092,1.636,1.892,1.711,0.615
2021-06-09,71.21,2.094,1.665,1.898,1.723,0.619
2021-06-08,70.73,2.132,1.634,1.925,1.729,0.62
2021-06-07,70.01,2.052,1.613,1.859,1.679,0.625
2021-06-04,69.66,1.947,1.564,1.811,1.61,0.624
2021-06-03,69.5,2.012,1.566,1.861,1.67,0.624
2021-06-02,68.9,2.05,1.646,1.874,1.71,0.64
2021-06-01,69.58,2.012,1.625,1.882,1.684,0.664
2021-05-28,69.8,2.08,1.65,1.9,1.722,0.657
2021-05-27,68.88,2.059,1.645,1.909,1.715,0.681
2021-05-26,68.91,2.042,1.638,1.879,1.71,0.677
2021-05-25,68.81,2.077,1.67,1.91,1.718,0.689
2021-05-24,67.74,2.102,1.679,1.958,1.743,0.704
2021-05-21,67.36,2.098,1.689,1.96,1.727,0.702
2021-05-20,67.28,2.122,1.699,1.969,1.739,0.717
2021-05-19,67.03,2.099,1.694,1.947,1.733,0.711
2021-05-18,66.64,2.14,1.713,1.964,1.773,0.727
2021-05-17,65.25,2.114,1.682,1.956,1.738,0.723
2021-05-14,64.86,2.123,1.729,1.987,1.747,0.718
2021-05-13,64.82,2.103,1.686,1.958,1.742,0.74
2021-05-12,68.06,2.08,1.721,1.939,1.72,0.748
2021-05-11,67.91,2.094,1.72,1.943,1.751,0.726
2021-05-10,67.51,2.034,1.712,1.944,1.715,0.733
2021-05-07,66.31,2.053,1.685,1.893,1.699,0.741
2021-05-06,68.53,2.077,1.741,1.932,1.718,0.738
2021-05-05,66.71,2.088,1.782,1.977,1.759,0.763
2021-05-04,66.43,2.149,1.796,1.984,1.771,0.771
2021-05-03,66.67,2.195,1.787,2.013,1.817,0.778
2021-04-30,67.13,2.185,1.788,2.02,1.841,0.798
2021-04-29,68.44,2.139,1.767,1.967,1.795,0.805
2021-04-28,67.22,2.117,1.75,1.964,1.781,0.803
2021-04-27,65.69,2.128,1.755,1.961,1.775,0.802
2021-04-26,65.69,2.145,1.769,1.971,1.791,0.802
2021-04-23,65.95,2.158,1.763,1.995,1.794,0.852
2021-04-22,65.44,2.212,1.799,2.028,1.81,0.868
2021-04-21,63.67,2.139,1.728,1.974,1.773,0.868
2021-04-20,63.53,2.124,1.696,1.943,1.732,0.82
2021-04-19,63.62,2.188,1.752,1.983,1.769,0.834
2021-04-16,63.12,2.197,1.783,1.989,1.805,0.845
2021-04-15,62.56,2.223,1.773,1.999,1.806,0.839
2021-04-14,62.45,2.245,1.801,2.027,1.829,0.849
2021-04-13,64.39,2.203,1.756,1.96,1.787,0.844
2021-04-12,63.94,2.191,1.746,1.946,1.778,0.856
2021-04-09,63.75,2.163,1.749,1.947,1.762,0.854
2021-04-08,63.79,2.053,1.618,1.827,1.679,0.816
2021-04-07,61.03,2.085,1.721,1.863,1.684,0.803
2021-04-06,60.68,2.143,1.704,1.943,1.76,0.82
2021-04-05,60.06,2.181,1.754,1.969,1.805,0.846
2021-04-01,59.73,2.244,1.751,1.959,1.797,0.838
2021-03-31,58.75,2.258,1.781,2.01,1.812,0.852
2021-03-30,60.25,2.259,1.779,1.973,1.814,0.846
2021-03-29,60.35,2.229,1.756,1.996,1.797,0.839
2021-03-26,60.35,2.298,1.792,2.04,1.859,0.849
2021-03-25,60.35,2.274,1.818,2.037,1.863,0.867
2021-03-24,61.63,2.2,1.77,1.986,1.826,0.847
2021-03-23,62.05,2.24,1.729,1.978,1.791,0.836
2021-03-22,61.74,2.179,1.679,1.926,1.737,0.874
2021-03-19,62.35,2.238,1.703,1.932,1.742,0.844
2021-03-18,59.89,2.197,1.691,1.911,1.743,0.848
2021-03-17,62.16,2.185,1.666,1.898,1.69,0.837
2021-03-16,60.21,2.204,1.683,1.926,1.724,0.851
2021-03-15,62.29,2.244,1.721,1.949,1.759,0.867
2021-03-12,62.09,2.237,1.727,1.948,1.736,0.881
2021-03-11,63.33,2.219,1.683,1.923,1.703,0.877
2021-03-10,65.64,2.154,1.678,1.879,1.709,0.875
2021-03-09,66.05,2.135,1.654,1.902,1.691,0.875
2021-03-08,66.91,2.08,1.631,1.849,1.646,0.878
2021-03-05,67.9,2.008,1.603,1.832,1.633,0.868
2021-03-04,65.45,1.954,1.522,1.744,1.549,0.837
2021-03-03,65.86,2.043,1.635,1.849,1.636,0.847
2021-03-02,67.4,2.101,1.709,1.899,1.723,0.859
2021-03-01,68.07,2.227,1.735,1.956,1.789,0.847
2021-02-26,66.43,2.181,1.721,1.911,1.759,0.87
2021-02-25,63.44,2.221,1.733,1.944,1.781,0.877
2021-02-24,62.69,2.256,1.798,1.974,1.805,0.886
2021-02-23,64.55,2.222,1.789,1.964,1.83,0.895
2021-02-22,64.92,2.221,1.76,1.948,1.805,0.917
2021-02-19,66.0,2.265,1.814,2.005,1.833,0.917
2021-02-18,65.56,2.287,1.815,1.982,1.831,0.921
2021-02-17,64.03,2.206,1.771,1.959,1.81,0.908
2021-02-16,62.95,2.213,1.795,1.982,1.806,0.924
2021-02-12,62.5,2.198,1.759,1.955,1.787,0.93
2021-02-11,63.56,2.222,1.779,1.963,1.81,0.926
2021-02-10,63.36,2.243,1.829,2.002,1.85,0.959
2021-02-09,62.56,2.241,1.827,2.019,1.852,0.978
2021-02-08,60.86,2.238,1.857,2.059,1.878,1.006
2021-02-05,60.78,2.216,1.89,2.05,1.904,1.038
2021-02-04,60.64,2.213,1.867,2.031,1.882,1.037
2021-02-03,59.76,2.163,1.844,1.992,1.858,1.034
2021-02-02,59.68,2.149,1.833,2.011,1.892,1.033
2021-02-01,59.7,2.141,1.883,2.063,1.892,1.025
2021-01-29,58.65,2.208,1.894,2.079,1.936,1.044
2021-01-28,58.71,2.188,1.922,2.089,1.969,1.028
2021-01-27,57.91,2.199,1.952,2.145,2.013,1.061
2021-01-26,56.45,2.173,1.961,2.104,1.981,1.107
2021-01-25,55.81,2.231,1.978,2.145,2.031,1.11
2021-01-22,55.52,2.239,2.036,2.186,2.039,1.122
2021-01-21,56.09,2.275,1.998,2.201,2.103,1.149
2021-01-20,55.76,2.332,2.125,2.263,2.146,1.156
2021-01-19,55.03,2.348,2.122,2.303,2.15,1.147
2021-01-15,55.21,2.324,2.048,2.268,2.105,1.166
2021-01-14,55.67,2.35,2.1,2.266,2.125,1.153
2021-01-13,56.08,2.356,2.106,2.293,2.16,1.132
2021-01-12,55.63,2.404,2.136,2.341,2.213,1.134
2021-01-11,54.6,2.381,2.142,2.341,2.197,1.133
2021-01-08,54.73,2.42,2.15,2.34,2.212,1.098
2021-01-07,55.16,2.442,2.215,2.378,2.253,1.139
2021-01-06,55.9,2.523,2.21,2.388,2.255,1.154
2021-01-05,56.09,2.492,2.142,2.382,2.209,1.157
2021-01-04,54.95,2.488,2.15,2.386,2.235,1.151
2020-12-31,55.12,2.492,2.168,2.384,2.248,1.149
2020-12-30,54.08,2.448,2.162,2.379,2.216,1.145
2020-12-29,54.36,2.492,2.166,2.374,2.233,1.15
2020-12-28,52.66,2.504,2.151,2.397,2.238,1.056
2020-12-24,50.37,2.526,2.191,2.365,2.26,1.083
2020-12-23,50.97,2.439,2.122,2.315,2.197,1.047
2020-12-22,50.97,2.468,2.124,2.343,2.172,1.05
2020-12-21,50.64,2.465,2.14,2.282,2.162,1.072
2020-12-18,50.81,2.404,2.153,2.322,2.156,1.074
2020-12-17,50.69,2.54,2.13,2.305,2.221,1.081
2020-12-16,50.69,2.428,2.083,2.248,2.143,1.076
2020-12-15,51.36,2.355,2.038,2.22,2.081,1.074
2020-12-14,50.3,2.374,2.095,2.257,2.115,1.069
2020-12-11,50.02,2.371,2.109,2.314,2.161,1.074
2020-12-10,52.2,2.394,2.156,2.331,2.164,1.099
2020-12-09,50.57,2.315,2.089,2.282,2.103,1.065
2020-12-08,50.92,2.354,2.09,2.247,2.106,1.069
2020-12-07,49.68,2.363,2.051,2.227,2.065,0.984
2020-12-04,50.19,2.356,2.063,2.218,2.106,0.942
2020-12-03,51.1,2.368,2.095,2.255,2.117,0.939
2020-12-02,48.84,2.299,2.01,2.199,2.053,0.886
2020-12-01,49.01,2.296,2.041,2.201,2.067,0.866
2020-11-30,49.05,2.226,1.947,2.138,1.959,0.867
2020-11-25,49.88,2.261,1.962,2.129,2.006,0.867
2020-11-24,49.13,2.325,2.034,2.221,2.071,0.868
2020-11-23,48.7,2.318,2.026,2.179,2.037,0.872
2020-11-20,47.91,2.074,1.823,1.977,1.831,0.862
2020-11-19,46.92,1.962,1.742,1.892,1.748,0.787
2020-11-18,47.59,1.942,1.754,1.898,1.782,0.78
2020-11-17,47.17,2.009,1.797,1.961,1.822,0.755
2020-11-16,47.63,1.977,1.783,1.944,1.801,0.768
2020-11-13,47.48,2.078,1.905,2.02,1.88,0.771
2020-11-12,45.55,2.12,1.951,2.061,1.938,0.859
2020-11-11,44.06,2.156,1.999,2.121,1.942,0.777
2020-11-10,43.64,2.146,1.952,2.053,1.909,0.782
2020-11-09,43.81,2.144,1.992,2.109,1.96,0.8
2020-11-06,42.86,2.133,1.976,2.08,1.912,0.807
2020-11-05,43.8,2.12,1.949,2.035,1.908,0.792
2020-11-04,42.51,2.152,1.945,2.085,1.918,0.802
2020-11-03,43.39,2.156,1.97,2.071,1.946,0.794
2020-11-02,43.91,2.154,1.92,2.073,1.9,0.801
2020-10-30,42.5,2.071,1.868,2.035,1.919,0.74
2020-10-29,42.0,2.143,1.966,2.076,1.964,0.775
2020-10-28,39.13,2.161,2.003,2.15,2.028,0.797
2020-10-27,40.25,2.208,2.011,2.14,2.041,0.814
2020-10-26,39.94,2.219,2.045,2.179,2.068,0.821
2020-10-23,38.79,2.224,2.039,2.18,2.055,0.846
2020-10-22,37.24,2.267,2.063,2.2,2.064,0.86
2020-10-21,37.12,2.265,2.04,2.205,2.08,0.863
2020-10-20,36.98,2.25,2.063,2.173,2.054,0.871
2020-10-19,38.69,2.241,2.094,2.254,2.108,0.872
2020-10-16,40.58,2.266,2.085,2.261,2.115,0.874
2020-10-15,39.84,2.267,2.136,2.319,2.155,0.862
2020-10-14,41.41,2.302,2.175,2.329,2.201,0.866
2020-10-13,41.68,2.265,2.173,2.32,2.175,0.874
2020-10-12,40.27,2.324,2.26,2.371,2.245,0.879
2020-10-09,40.99,2.355,2.28,2.424,2.249,0.888
2020-10-08,41.77,2.363,2.293,2.431,2.288,0.882
2020-10-07,41.53,2.399,2.315,2.464,2.327,0.888
2020-10-06,41.02,2.389,2.319,2.431,2.326,0.885
2020-10-05,41.7,2.449,2.366,2.523,2.362,0.914
2020-10-02,41.39,2.443,2.358,2.498,2.32,0.9
2020-10-01,40.55,2.386,2.311,2.454,2.296,0.92
2020-09-30,41.98,2.433,2.348,2.465,2.344,0.915
2020-09-29,41.61,2.41,2.295,2.455,2.318,0.914
2020-09-28,40.25,2.439,2.274,2.45,2.322,0.9
2020-09-25,41.01,2.5,2.399,2.554,2.413,0.921
2020-09-24,39.92,2.535,2.463,2.637,2.473,0.941
2020-09-23,38.8,2.514,2.422,2.582,2.422,0.989
2020-09-22,39.44,2.511,2.387,2.571,2.374,1.008
2020-09-21,40.49,2.548,2.381,2.56,2.428,1.008
2020-09-18,40.66,2.595,2.43,2.553,2.449,1.024
2020-09-17,41.69,2.625,2.458,2.613,2.545,1.023
2020-09-16,41.14,2.637,2.511,2.631,2.567,0.997
2020-09-15,40.86,2.687,2.539,2.619,2.545,0.959
2020-09-14,41.35,2.612,2.512,2.68,2.513,0.945
2020-09-11,40.85,2.632,2.517,2.668,2.508,0.968
2020-09-10,40.03,2.649,2.494,2.661,2.535,0.955
2020-09-09,42.28,2.748,2.629,2.768,2.606,0.951
2020-09-08,42.24,2.762,2.619,2.792,2.639,0.978
2020-09-07,40.78,2.67,2.48,2.684,2.552,0.968
2020-09-04,39.01,2.573,2.423,2.605,2.447,1.005
2020-09-03,38.44,2.66,2.422,2.63,2.454,1.004
2020-09-02,38.98,2.651,2.403,2.594,2.444,1.003
2020-09-01,39.55,2.647,2.414,2.587,2.431,1.001
2020-08-31,39.85,2.644,2.458,2.616,2.437,1.005
2020-08-28,38.47,2.675,2.491,2.607,2.475,0.98
2020-08-27,40.53,2.721,2.507,2.694,2.522,0.982
2020-08-26,41.2,2.696,2.494,2.661,2.472,1.074
2020-08-25,41.84,2.722,2.636,2.78,2.633,1.066
2020-08-24,45.78,3.102,2.825,3.061,2.889,1.129
2020-08-21,45.1,3.178,3.139,3.379,3.227,1.121
2020-08-20,44.59,3.109,3.062,3.387,3.174,1.203
2020-08-19,45.79,3.349,3.342,3.625,3.431,1.115
2020-08-18,46.06,3.412,3.451,3.786,3.628,1.261
2020-08-17,44.18,3.476,3.832,4.226,4.071,1.243
2020-08-14,43.39,3.11,2.997,3.422,3.261,1.256
2020-08-13,44.41,2.935,2.897,3.219,3.052,1.238
2020-08-12,45.09,3.107,3.028,3.278,3.187,1.246
2020-08-11,45.17,2.991,2.835,3.136,3.006,1.015
2020-08-10,44.58,2.782,2.608,2.85,2.75,0.962
2020-08-07,44.7,2.764,2.723,3.018,2.875,0.954
2020-08-06,45.0,3.02,3.058,3.339,3.21,1.039
2020-08-05,44.95,3.06,3.119,3.448,3.308,1.053
2020-08-04,44.7,3.177,3.372,3.683,3.539,1.094
2020-08-03,44.49,3.146,3.327,3.698,3.513,1.095
2020-07-31,44.67,3.251,3.549,3.975,3.791,1.136
2020-07-30,46.15,3.14,3.707,3.998,3.851,1.143
2020-07-29,44.33,3.222,3.535,3.912,3.721,1.135
2020-07-28,44.25,2.964,3.26,3.598,3.371,1.091
2020-07-27,43.57,2.96,3.724,3.553,3.351,1.09
2020-07-24,42.92,3.017,3.71,3.579,3.385,1.118
2020-07-23,44.34,3.031,3.539,3.32,3.285,1.1
2020-07-22,43.87,2.982,3.369,3.18,3.06,1.049
2020-07-21,43.25,3.128,3.515,3.565,3.434,1.063
2020-07-20,43.86,3.043,3.394,3.499,3.27,1.025
2020-07-17,44.45,2.953,3.36,3.411,3.182,0.988
2020-07-16,44.12,2.92,3.152,3.308,3.111,0.965
2020-07-15,45.41,2.999,3.189,3.31,3.148,0.996
2020-07-14,44.61,2.929,3.108,3.223,3.11,0.986
2020-07-13,45.13,3.091,3.278,3.378,3.308,1.013
2020-07-10,45.6,3.187,3.446,3.627,3.576,1.02
2020-07-09,45.36,3.197,3.607,3.695,3.682,1.03
2020-07-08,44.78,3.217,3.545,3.71,3.68,1.052
2020-07-07,44.98,2.961,3.544,3.772,3.646,1.015
2020-07-06,43.97,3.018,3.616,3.874,3.756,1.016
2020-07-02,43.42,2.996,3.625,3.752,3.739,1.018
2020-07-01,44.47,2.998,3.607,3.789,3.721,0.981
2020-06-30,44.62,3.152,3.97,3.986,3.889,0.968
2020-06-29,45.11,3.281,4.181,4.21,4.169,0.99
2020-06-26,44.72,3.32,4.472,4.393,4.443,1.004
2020-06-25,44.82,3.364,4.725,4.854,4.619,0.994
2020-06-24,44.42,3.331,4.216,4.248,4.197,0.997
2020-06-23,44.16,3.427,4.16,4.743,4.656,0.986
2020-06-22,43.77,3.396,3.873,4.614,4.473,0.958
2020-06-19,43.17,3.588,4.019,4.621,4.506,0.978
2020-06-18,43.16,3.63,3.893,4.603,4.46,0.987
2020-06-17,46.17,3.732,3.879,4.424,4.238,0.972
2020-06-16,45.43,3.521,3.712,4.496,4.298,0.958
2020-06-15,45.39,3.423,3.82,4.826,4.331,0.938
2020-06-12,44.15,3.6,3.808,4.914,4.508,0.946
2020-06-11,42.22,3.726,3.699,4.912,4.562,0.942
2020-06-10,42.05,3.896,3.73,4.911,4.495,0.934
2020-06-09,40.49,3.946,3.589,4.702,4.691,0.949
2020-06-08,40.25,3.927,3.375,4.664,4.665,0.95
2020-06-05,39.88,3.667,3.245,4.069,3.922,0.939
2020-06-04,42.15,3.815,3.296,3.727,3.664,0.937
2020-06-03,41.72,3.786,3.234,3.709,3.649,0.932
2020-06-02,41.92,3.713,3.29,3.662,3.608,0.933
2020-06-01,42.79,3.751,3.401,3.674,3.592,0.923
2020-05-29,39.46,3.794,3.452,3.748,3.664,0.928
2020-05-28,39.39,3.807,3.538,3.724,3.612,0.923
2020-05-27,39.35,3.981,3.605,3.741,3.573,0.919
2020-05-26,37.64,4.026,3.554,3.726,3.576,0.954
2020-05-22,35.46,4.192,3.687,3.911,3.845,0.958
2020-05-21,35.05,4.351,3.748,4.039,3.868,0.964
2020-05-20,34.16,4.395,3.81,4.123,3.907,0.976
2020-05-19,34.52,4.296,3.852,4.131,3.97,0.978
2020-05-18,34.41,4.207,3.832,4.07,3.882,0.966
2020-05-15,35.78,4.268,3.758,4.081,3.898,0.964
2020-05-14,35.75,4.163,3.914,4.128,3.995,0.955
2020-05-13,33.45,4.064,3.873,4.138,3.975,0.952
2020-05-12,34.53,3.962,3.813,3.984,3.865,0.942
2020-05-11,30.62,3.901,3.888,4.139,3.963,0.919
2020-05-08,29.22,3.822,3.991,4.205,4.106,0.94
2020-05-07,28.9,3.83,4.109,4.308,4.135,0.937
2020-05-06,26.96,3.742,3.92,4.11,3.985,0.902
2020-05-05,26.18,3.751,3.898,4.111,3.998,0.928
2020-05-04,25.92,3.756,3.88,4.068,3.974,0.94
2020-05-01,24.06,3.746,3.81,4.03,3.887,0.934
2020-04-30,24.83,3.881,3.991,4.043,3.914,0.927
2020-04-29,19.69,3.803,3.88,3.938,3.871,0.944
2020-04-28,18.81,3.834,3.785,3.887,3.782,0.939
2020-04-27,18.78,3.694,3.574,3.756,3.613,0.945
2020-04-24,16.38,3.582,3.469,3.631,3.537,0.942
2020-04-23,13.82,3.697,3.5,3.716,3.542,0.942
2020-04-22,12.95,3.387,3.171,3.382,3.216,0.897
2020-04-21,14.55,3.308,2.99,3.233,3.046,0.891
2020-04-20,14.74,3.483,3.237,3.481,3.272,0.913
2020-04-17,12.22,3.527,3.25,3.511,3.278,0.926
2020-04-16,8.4,3.548,3.359,3.524,3.341,0.925
2020-04-15,15.07,3.384,3.275,3.442,3.282,0.894
2020-04-14,15.75,3.344,3.335,3.518,3.299,0.88
2020-04-13,14.38,3.312,3.292,3.471,3.306,0.856
2020-04-10,15.38,3.349,3.272,3.498,3.314,0.862
2020-04-09,18.43,3.377,3.199,3.412,3.242,0.843
2020-04-08,18.32,3.392,3.204,3.384,3.282,0.835
2020-04-07,20.57,3.339,3.187,3.35,3.236,0.889
2020-04-06,17.54,3.131,3.152,3.357,3.22,0.874
2020-04-03,18.85,3.27,3.119,3.251,3.136,0.868
2020-04-02,14.6,3.361,3.117,3.278,3.16,0.876
2020-04-01,10.88,3.33,3.21,3.335,3.229,0.872
2020-03-31,15.11,3.406,3.364,3.475,3.322,0.883
2020-03-30,14.42,3.457,3.246,3.432,3.285,0.887
2020-03-27,17.82,3.279,3.174,3.364,3.205,0.894
2020-03-26,21.74,3.253,3.044,3.217,3.118,0.866
2020-03-25,21.75,3.183,2.944,3.195,3.088,0.86
2020-03-24,18.95,3.084,2.959,3.16,3.084,0.859
2020-03-23,22.65,2.97,2.823,3.071,2.934,0.842
2020-03-20,21.08,3.028,2.764,2.954,2.85,0.823
2020-03-19,19.89,3.103,2.72,2.939,2.827,0.823
2020-03-18,25.52,3.176,2.837,3.114,2.956,0.82
2020-03-17,25.53,3.019,3.013,3.17,2.942,0.832
2020-03-16,29.8,3.084,3.056,3.201,2.982,0.856
2020-03-13,28.57,3.022,3.017,3.252,3.044,0.848
2020-03-12,32.38,2.961,2.976,3.208,3.025,0.836
2020-03-11,33.12,2.892,3.014,3.243,3.034,0.811
2020-03-10,32.88,2.932,3.063,3.364,3.126,0.816
2020-03-09,43.15,2.964,3.147,3.346,3.192,0.846
2020-03-06,48.84,2.929,3.19,3.386,3.248,0.851
2020-03-05,49.41,2.819,3.233,3.5,3.277,0.847
2020-03-04,49.79,2.889,3.297,3.569,3.358,0.869
2020-03-03,50.07,2.743,3.471,3.75,3.512,0.872
2020-03-02,48.86,2.744,3.463,3.62,3.45,0.861
2020-02-28,49.74,2.807,3.457,3.681,3.545,0.863
2020-02-27,52.51,2.85,3.401,3.594,3.403,0.88
2020-02-26,54.22,2.654,3.319,3.517,3.325,0.826
2020-02-25,55.89,2.548,3.154,3.428,3.252,0.847
2020-02-24,58.45,2.488,3.071,3.343,3.152,0.839
2020-02-21,59.94,2.534,3.136,3.391,3.227,0.833
2020-02-20,59.57,2.531,3.123,3.404,3.219,0.841
2020-02-19,57.2,2.537,3.063,3.323,3.142,0.848
2020-02-18,57.68,2.506,3.101,3.348,3.154,0.827
2020-02-17,57.22,2.524,3.087,3.306,3.096,0.8
2020-02-14,56.19,2.6,3.116,3.314,3.16,0.798
2020-02-13,55.39,2.649,3.142,3.383,3.16,0.806
2020-02-12,53.85,2.677,3.073,3.36,3.162,0.829
2020-02-11,53.04,2.686,2.925,3.151,2.976,0.821
2020-02-10,54.18,2.599,2.777,2.983,2.847,0.799
2020-02-07,55.78,2.548,2.725,2.942,2.812,0.789
2020-02-06,55.96,2.578,2.825,3.076,2.885,0.79
2020-02-05,54.5,2.548,2.972,3.119,2.925,0.779
2020-02-04,54.6,2.542,2.986,3.055,2.921,0.743
2020-02-03,58.37,2.597,3.015,3.135,2.945,0.748
2020-01-31,56.22,2.46,2.867,2.986,2.827,0.685
2020-01-30,57.96,2.37,2.859,2.913,2.736,0.668
2020-01-29,57.87,2.652,3.002,3.004,2.816,0.671
2020-01-28,57.04,2.715,3.204,3.231,3.015,0.679
2020-01-27,57.84,2.652,3.513,3.147,2.956,0.681
2020-01-24,59.76,2.635,3.291,3.162,3.007,0.676
2020-01-23,60.61,2.731,3.107,3.253,3.064,0.672
2020-01-22,62.16,2.864,3.195,3.353,3.237,0.678
2020-01-21,63.13,2.923,3.396,3.608,3.43,0.714
2020-01-20,62.55,2.916,3.53,3.792,3.59,0.715
2020-01-17,63.13,2.99,3.669,4.044,3.721,0.705
2020-01-16,61.79,2.803,3.394,3.987,3.773,0.652
2020-01-15,62.64,2.821,3.347,3.943,3.732,0.654
2020-01-14,65.27,2.872,3.509,4.289,4.109,0.661
2020-01-13,65.08,2.92,3.375,4.372,4.188,0.616
2020-01-10,65.81,2.815,3.439,4.438,4.308,0.617
2020-01-09,67.24,2.786,3.285,4.349,4.203,0.634
2020-01-08,68.75,2.845,3.197,3.74,4.042,0.655
2020-01-07,67.58,2.883,3.079,3.969,3.817,0.651
2020-01-06,65.55,2.88,3.148,3.997,3.784,0.644
2020-01-03,66.27,2.968,3.509,4.082,3.752,0.644
2020-01-02,66.27,3.128,3.76,4.094,3.919,0.68
2020-01-01,66.8,3.214,3.782,4.189,4.041,0.667
2019-12-31,67.41,3.076,4.029,4.5,4.137,0.68
2019-12-30,68.76,3.066,3.896,4.397,3.928,0.68
2019-12-27,68.76,2.979,3.053,4.046,3.709,0.682
2019-12-26,66.99,2.891,3.154,3.701,3.181,0.68
2019-12-24,68.16,3.079,3.336,4.32,4.111,0.662
2019-12-23,69.2,3.158,3.37,4.47,4.163,0.686
2019-12-20,68.62,3.084,3.214,4.362,4.151,0.687
2019-12-19,68.49,3.029,3.122,4.32,4.113,0.681
2019-12-18,67.54,2.933,2.975,4.249,3.985,0.671
2019-12-17,67.84,2.953,2.891,4.376,3.948,0.674
2019-12-16,67.07,2.872,2.928,4.24,3.914,0.682
2019-12-13,65.77,2.859,2.997,4.252,3.97,0.679
2019-12-12,66.97,2.674,3.012,3.701,3.545,0.671
2019-12-11,66.84,2.663,2.905,3.546,3.309,0.665
2019-12-10,66.9,2.608,2.921,3.517,3.291,0.66
2019-12-09,66.07,2.628,2.9,3.294,3.098,0.655
2019-12-06,65.65,2.638,2.843,3.308,3.222,0.639
2019-12-05,63.35,2.559,2.681,3.194,3.067,0.629
2019-12-04,63.6,2.441,2.51,2.964,2.728,0.605
2019-12-03,65.15,2.461,2.639,3.062,2.832,0.605
2019-12-02,65.33,2.359,2.733,3.11,2.915,0.595
2019-11-29,65.48,2.491,2.647,3.065,2.845,0.582
2019-11-28,64.87,2.462,2.585,2.942,2.767,0.547
2019-11-27,64.72,2.381,2.44,2.784,2.61,0.533
2019-11-26,65.88,2.323,2.403,2.703,2.502,0.527
2019-11-25,66.04,2.246,2.278,2.587,2.385,0.52
2019-11-22,64.85,2.088,2.467,2.621,2.462,0.521
2019-11-21,63.0,2.082,2.397,2.548,2.398,0.52
2019-11-20,63.67,2.144,2.567,2.71,2.531,0.531
2019-11-19,64.17,2.266,2.817,3.003,2.806,0.55
2019-11-18,63.31,2.217,2.836,3.015,2.841,0.539
2019-11-15,63.12,2.172,2.688,2.859,2.717,0.531
2019-11-14,63.04,2.193,2.583,2.814,2.642,0.505
2019-11-13,63.43,2.265,2.56,2.797,2.647,0.502
2019-11-12,62.85,2.287,2.706,2.91,2.771,0.529
2019-11-11,63.45,2.316,2.704,2.877,2.698,0.542
2019-11-08,62.96,2.379,2.814,3.014,2.836,0.55
2019-11-07,63.57,2.394,2.839,3.0,2.846,0.555
2019-11-06,63.37,2.395,3.033,3.125,2.91,0.545
2019-11-05,61.02,2.393,3.079,3.114,2.941,0.541
2019-11-04,60.15,2.419,3.122,3.072,2.898,0.532
2019-11-01,60.07,2.547,3.119,3.047,2.847,0.56
2019-10-31,60.9,2.411,2.904,2.912,2.729,0.593
2019-10-30,60.24,2.308,2.84,2.799,2.658,0.568
2019-10-29,61.91,2.316,2.849,2.836,2.627,0.573
2019-10-28,60.66,2.322,2.967,2.854,2.68,0.562
2019-10-25,59.47,2.342,3.174,2.824,2.691,0.579
2019-10-24,57.9,2.355,3.071,2.908,2.767,0.601
2019-10-23,58.91,2.466,3.249,3.0,2.836,0.609
2019-10-22,58.3,2.509,3.276,3.002,2.854,0.624
2019-10-21,58.25,2.537,3.548,3.054,2.9,0.637
2019-10-18,58.14,2.58,3.336,3.041,2.883,0.659
2019-10-17,57.76,2.538,3.293,3.055,2.868,0.685
2019-10-16,59.54,2.621,3.337,3.136,2.954,0.693
2019-10-15,58.03,2.642,3.635,3.249,3.036,0.699
